Movie,Month,Day,Release Year,Budget($M),Domestic Gross($M),Worldwide Gross($M)
Stan Helsing: A Parody,Oct,27,2009,14,0,1.553556
Brokeback Mountain,Dec,9,2005,13.9,83.043761,177.012173
Clueless,Jul,1,1995,13.7,56.598476,56.598476
Teenage Mutant Ninja Turtles,Mar,30,1990,13.5,135.265915,202
The Ten Commandments,Oct,5,1956,13.5,80,80
Far From Heaven,Nov,8,2002,13.5,15.901849,29.027914
Seven Psychopaths,Oct,12,2012,13.5,15.024049,33.035736
Quills,Nov,22,2000,13.5,7.060876,11.732088
The Border,Jan,29,1982,13.5,6.118683,6.118683
Downfall,Feb,18,2005,13.5,5.50194,93.631744
The Caveman's Valentine,Mar,2,2001,13.5,0.687081,0.892506
The Last Godfather,Apr,1,2011,13.4,0.164247,0.164247
Under the Skin,Apr,4,2014,13.3,2.614251,7.229933
Mar adentro,Dec,17,2004,13.3,2.086345,39.686345
No Good Deed,Sep,12,2014,13.2,52.543632,54.32321
Good Morning Vietnam,Dec,23,1987,13,123.92237,123.92237
Black Swan,Dec,3,2010,13,106.954678,331.26671
Save the Last Dance,Jan,12,2001,13,91.038276,122.244329
Justin Bieber: Never Say Never,Feb,9,2011,13,73.01391,99.034125
Miracles from Heaven,Mar,16,2016,13,61.705123,73.78903
Snow Day,Feb,11,2000,13,60.008303,62.452927
The Butterfly Effect,Jan,23,2004,13,57.924679,95.638592
The Godfather: Part II,Dec,11,1974,13,57.3,57.3
The Shallows,Jun,24,2016,13,55.121623,118.590627
RoboCop,Jul,17,1987,13,53.424681,53.424681
A Nightmare on Elm Street 4: The Dream Master,Aug,19,1988,13,49.369899,49.369899
This Christmas,Nov,21,2007,13,49.121934,49.733545
About Last Night,Feb,14,2014,13,48.637684,50.44586
"Dude, Where's My Car?",Dec,15,2000,13,46.729374,73.180297
Young Guns,Aug,12,1988,13,44.726644,44.726644
St. Vincent,Oct,10,2014,13,44.137712,54.837234
Earth to Echo,Jul,2,2014,13,38.934842,42.174545
Ten Things I Hate About You,Mar,31,1999,13,38.177966,60.414025
The New Guy,May,10,2002,13,28.972187,28.972187
Loaded Weapon 1,Feb,5,1993,13,27.979399,27.979399
Baby Geniuses,Mar,12,1999,13,27.15149,27.15149
The Big Hit,Apr,24,1998,13,27.066941,27.066941
Child's Play 2,Nov,9,1990,13,26.904572,34.166572
Harriet the Spy,Jul,10,1996,13,26.570048,26.570048
21 and Over,Mar,1,2013,13,25.68238,42.195766
The Mist,Nov,21,2007,13,25.593755,57.189408
Ex Machina,Apr,10,2015,13,25.440971,37.065887
Being John Malkovich,Oct,29,1999,13,22.858926,32.382381
Two Can Play That Game,Sep,7,2001,13,22.235901,22.39145
Eye in the Sky,Mar,11,2016,13,18.704596,32.848185
Admission,Mar,22,2013,13,18.007317,18.733666
The Perks of Being a Wallflower,Sep,21,2012,13,17.742948,33.069303
crazy/beautiful,Jun,29,2001,13,16.929123,19.929123
54,Aug,28,1998,13,16.757163,16.757163
Room,Oct,16,2015,13,14.677674,36.226429
Letters from Iwo Jima,Dec,20,2006,13,13.756082,67.867998
Män som hatar kvinnor,May,29,2009,13,12.749992,109.421911
The Astronaut Farmer,Feb,23,2007,13,11.003643,11.141213
Dirty Work,Jun,12,1998,13,10.020081,10.020081
Woo,May,8,1998,13,8.064972,8.064972
Serial Mom,Apr,13,1994,13,7.881335,7.881335
Dick,Aug,4,1999,13,6.276869,6.276869
Light It Up,Nov,10,1999,13,5.871603,5.871603
Bubble Boy,Aug,24,2001,13,5.00231,5.00231
Birthday Girl,Feb,1,2002,13,4.919896,8.130727
"Paris, je t'aime",May,4,2007,13,4.857374,4.857374
Resurrecting the Champ,Aug,24,2007,13,3.172382,3.260555
Chloe,Mar,26,2010,13,3.075255,11.831131
The Widow of St. Pierre,Mar,2,2001,13,3.05838,3.05838
Faithful,Apr,5,1996,13,2.104439,2.104439
Un Prophète,Feb,26,2010,13,2.08772,19.910624
"I Love You, Phillip Morris",Dec,3,2010,13,2.037459,23.014027
The Vatican Tapes,Jul,24,2015,13,1.784763,12.986189
Find Me Guilty,Mar,17,2006,13,1.173673,2.898225
Excessive Force,May,14,1993,13,1.152117,1.152117
Infamous,Oct,13,2006,13,1.15133,2.613717
Attack the Block,Jul,29,2011,13,1.024175,6.459183
Brothers,Aug,14,2015,13,0.656688,17.856688
The Claim,Dec,29,2000,13,0.622023,1.375635
In The Land of Blood and Honey,Dec,23,2011,13,0.303877,0.509193
The Killer Inside Me,Jun,18,2010,13,0.217277,3.617277
Womb,Mar,30,2012,13,0,0
The Call,Mar,15,2013,12.8,51.872378,69.821476
Operation Chromite,Aug,5,2016,12.7,1.02272,50.012562
Crocodile Hunter: Collision Course,Jul,12,2002,12.5,28.436931,33.436931
Machete,Sep,3,2010,12.5,26.593646,46.37097
Antwone Fisher,Dec,19,2002,12.5,21.078145,23.367586
La Guerre du feu,Feb,12,1982,12.5,20.959585,20.959585
The Emperor's Club,Nov,22,2002,12.5,14.06095,16.193713
True Romance,Sep,10,1993,12.5,12.281,12.30998
Sorority Row,Sep,11,2009,12.5,11.965282,26.735797
Glengarry Glen Ross,Sep,30,1992,12.5,10.725228,10.725228
The Boy in the Striped Pajamas,Nov,7,2008,12.5,9.046156,44.083403
Cat People,Apr,2,1982,12.5,7,21
The Prisoner of Zenda,May,25,1979,12.5,7,7
Conviction,Oct,15,2010,12.5,6.797696,11.82698
Lars and the Real Girl,Oct,12,2007,12.5,5.95648,11.277119
Solitary Man,May,21,2010,12.5,4.360548,4.360548
Dancer in the Dark,Sep,22,2000,12.5,4.157491,45.557491
Casino Jack,Dec,17,2010,12.5,2.039869,2.272186
Oscar and Lucinda,Dec,31,1997,12.5,1.612957,1.612957
The Funeral,Nov,1,1996,12.5,1.212799,1.412799
Tae Guik Gi: The Brotherhood of War,Sep,3,2004,12.5,1.110186,69.826708
The Perfect Game,Apr,16,2010,12.5,1.089445,3.931367
Ernest et Celestine,Mar,1,2013,12.5,0.292562,9.376444
A Little Bit of Heaven,May,4,2012,12.5,0.010011,1.100287
The Land Before Time,Nov,18,1988,12.3,48.092846,81.972846
Jaws,Jun,20,1975,12,260,470.7
The Exorcist,Dec,26,1973,12,202.347346,400.214478
The Fault in Our Stars,Jun,6,2014,12,124.87235,307.166834
American Pie,Jul,9,1999,12,101.800948,234.723148
Think Like a Man,Apr,20,2012,12,91.547205,113.373764
Heaven is for Real,Apr,16,2014,12,91.386097,100.919111
The Golden Child,Dec,12,1986,12,79.817937,79.817937
Star Trek II: The Wrath of Khan,Jun,4,1982,12,78.912963,95.8
Barbershop,Sep,13,2002,12,75.781642,77.063461
WarGames,Jun,3,1983,12,74.433837,74.433837
Ace Ventura: Pet Detective,Feb,4,1994,12,72.217396,107.217396
Act of Valor,Feb,24,2012,12,70.012847,82.497035
Witness,Feb,8,1985,12,65.532576,65.532576
Step Up,Aug,11,2006,12,65.328121,110.989157
Chronicle,Feb,3,2012,12,64.575175,123.68179
Beavis and Butt-head Do America,Dec,20,1996,12,63.118386,63.118386
Patton,Jan,1,1970,12,62.5,62.5
Project X,Mar,2,2012,12,54.731865,103.028188
Jackie Brown,Dec,25,1997,12,39.673162,74.727492
Yentl,Nov,18,1983,12,39.012241,39.012241
Harold & Kumar Escape from Guantanamo Bay,Apr,25,2008,12,38.108728,43.353117
Philomena,Nov,22,2013,12,37.709979,98.963392
Time Bandits,Nov,6,1981,12,37.4,37.4
Crossroads,Feb,15,2002,12,37.188667,57
Paper Towns,Jul,24,2015,12,32.000304,85.5123
Quarantine,Oct,10,2008,12,31.691811,41.924774
One Hour Photo,Aug,21,2002,12,31.597131,52.223306
The Eye,Feb,1,2008,12,31.418697,57.577765
Johnson Family Vacation,Apr,7,2004,12,31.203964,31.286759
How High,Dec,21,2001,12,31.155435,31.222395
Spartacus,Oct,7,1960,12,30,60
Crank,Sep,1,2006,12,27.838408,43.924923
The Muppet Christmas Carol,Dec,11,1992,12,27.281507,27.281507
Frida,Oct,25,2002,12,25.885,56.131239
Katy Perry: Part of Me,Jul,5,2012,12,25.326071,32.700439
Top Five,Dec,12,2014,12,25.317379,25.514848
Rounders,Sep,11,1998,12,22.921898,22.921898
Casino Royale,Apr,28,1967,12,22.744718,41.744718
Prophecy,Jun,15,1979,12,22.67334,22.67334
Project Almanac,Jan,30,2015,12,22.348241,32.248241
Just Wright,May,14,2010,12,21.540363,21.867665
A Stir of Echoes,Sep,10,1999,12,21.133087,21.133087
Tales from the Crypt: Demon Knight,Jan,13,1995,12,21.089146,21.089146
The Boys from Brazil,Jan,1,1978,12,19,19
The Upside of Anger,Mar,11,2005,12,18.761993,28.915761
Aquamarine,Mar,3,2006,12,18.597342,22.978953
Nebraska,Nov,15,2013,12,17.654912,24.76136
My Baby's Daddy,Jan,9,2004,12,17.321573,17.322212
Max Keeble's Big Move,Oct,5,2001,12,17.292381,17.292381
Young Adult,Dec,9,2011,12,16.311571,22.750356
About Time,Nov,1,2013,12,15.323921,89.177486
Def Jam's How To Be a Player,Aug,6,1997,12,14.010363,14.010363
Living Out Loud,Oct,30,1998,12,12.905901,12.905901
Rachel Getting Married,Oct,3,2008,12,12.796861,17.475475
The Postman Always Rings Twice,Mar,20,1981,12,12.2,44.2
Girl with a Pearl Earring,Dec,12,2003,12,11.634362,43.281552
Das Boot,Feb,10,1982,12,11.487676,84.970337
House of Flying Daggers,Dec,3,2004,12,11.050094,92.863945
Sorority Boys,Mar,22,2002,12,10.198766,12.516222
Cadillac Records,Dec,5,2008,12,8.195551,8.942516
Arbitrage,Sep,14,2012,12,7.919574,35.830713
The Alamo,Oct,24,1960,12,7.9,7.9
Screwed,May,12,2000,12,6.98268,6.98268
Running With Scissors,Oct,20,2006,12,6.86,8.706701
Fortress,Sep,3,1993,12,6.730578,46.730578
For Greater Glory,Jun,1,2012,12,5.669081,10.026255
For Your Consideration,Nov,17,2006,12,5.549923,5.549923
Celebrity,Nov,20,1998,12,5.07866,6.2
From Justin to Kelly,Jun,20,2003,12,4.922166,4.922166
Invaders from Mars,Jun,6,1986,12,4.884663,4.984663
Girl 6,Mar,22,1996,12,4.880941,4.880941
In the Cut,Oct,22,2003,12,4.717455,23.693646
Charlie Bartlett,Feb,22,2008,12,3.950294,5.295909
Two Lovers,Feb,13,2009,12,3.149034,16.349034
La grande bellezza,Nov,15,2013,12,2.883879,29.549145
Last Orders,Feb,15,2002,12,2.326407,2.326407
Gwoemul,Mar,9,2007,12,2.201923,92.618117
The Pursuit of D.B. Cooper,Nov,13,1981,12,2.104164,2.104164
Ravenous,Mar,19,1999,12,2.062406,2.062406
The Dangerous Lives of Altar Boys,Jun,14,2002,12,1.779284,1.779284
Stoker,Mar,1,2013,12,1.703125,12.079308
Married Life,Mar,7,2008,12,1.506998,1.506998
2046,Aug,5,2005,12,1.442338,19.287485
Kill the Irishman,Mar,11,2011,12,1.188194,1.188194
Duma,Sep,30,2005,12,0.870067,0.99479
Darling Companion,Apr,20,2012,12,0.793352,1.200346
Ondine,Jun,4,2010,12,0.550472,0.557545
Brother,Jul,20,2001,12,0.450594,0.450594
Welcome to Collinwood,Oct,4,2002,12,0.37865,0.37865
Life Before Her Eyes,Apr,18,2008,12,0.303439,7.203439
Critical Care,Oct,31,1997,12,0.220175,0.220175
Trade,Sep,28,2007,12,0.214202,1.513388
Fateless,Jan,6,2006,12,0.196857,0.196857
San qiang pai an jing qi,Sep,3,2010,12,0.190946,0.310946
Breakfast of Champions,Sep,17,1999,12,0.178287,0.178287
Company Man,Mar,9,2001,12,0.146028,0.622273
Nanjing! Nanjing!,Nov,7,2009,12,0.122558,20.122558
Trash,Oct,9,2015,12,0.017484,6.553186
5 Days of War,Aug,19,2011,12,0.017479,0.087793
10 Days in a Madhouse,Nov,11,2015,12,0.014616,0.014616
Tu Xia Chuan Qi,Dec,31,2011,12,0,1.8284
Home,Jun,5,2009,12,0,1.620056
Triangle,Sep,15,2009,12,0,1.595168
Supesu Batorushippu Yamato,Oct,19,2013,12,0,0
Drive Hard,Oct,3,2014,12,0,0
Dancin' It's On,Oct,30,2015,12,0,0
San cheng ji,Dec,31,2015,12,0,0
Diamonds,Dec,10,1999,11.9,0.081897,0.081897
Madadayo,Mar,20,1998,11.9,0.048856,0.048856
Pet Sematary,Apr,21,1989,11.5,57.469179,57.469179
Dirty Grandpa,Jan,22,2016,11.5,35.593113,99.930262
The Cry of the Owl,Nov,27,2009,11.5,0,0
St. Trinian's,Oct,9,2009,11.4,0.015,29.830239
Star Wars Ep. IV: A New Hope,May,25,1977,11,460.998007,786.598007
Gremlins,Jun,8,1984,11,148.168459,148.168459
Doctor Zhivago,Dec,22,1965,11,111.721,111.859493
The Fighter,Dec,10,2010,11,93.617009,129.262388
High School Musical 3: Senior Year,Oct,24,2008,11,90.559416,274.39288
Jackass: Number Two,Sep,22,2006,11,72.778712,85.278712
My Cousin Vinny,Mar,13,1992,11,52.929168,52.929168
If I Stay,Aug,22,2014,11,50.474843,78.35617
Major League,Apr,7,1989,11,49.793054,49.793054
Phone Booth,Apr,4,2003,11,46.566212,97.837138
A Walk to Remember,Jan,25,2002,11,41.227069,46.060915
Dead Man Walking,Dec,29,1995,11,39.387284,83.088295
Brooklyn,Nov,4,2015,11,38.322743,62.076141
Cruel Intentions,Mar,5,1999,11,38.230075,75.803716
The Secret Life of Bees,Oct,17,2008,11,37.770162,39.984023
Woman in Gold,Apr,1,2015,11,33.307793,56.758138
History of the World: Part I,Jun,12,1981,11,31.672,31.672
Saw VI,Oct,23,2009,11,27.693292,69.752402
Corky Romano,Oct,12,2001,11,23.978402,25.116103
Raising Cain,Aug,7,1992,11,21.171695,21.171695
F.I.S.T,Apr,13,1978,11,20.38892,20.38892
Barry Lyndon,Jan,1,1975,11,20,20.169934
Quartet,Jan,11,2013,11,18.388357,56.178935
Out Cold,Nov,21,2001,11,13.906394,14.786394
The Ladies Man,Oct,13,2000,11,13.592872,13.719474
Tomcats,Mar,30,2001,11,13.558739,13.558739
Inside Llewyn Davis,Dec,6,2013,11,13.248209,32.943247
Frailty,Apr,12,2002,11,13.110448,19.94728
Army of Darkness,Feb,19,1993,11,11.502976,21.502976
Kinsey,Nov,12,2004,11,10.214647,13.000959
What's Eating Gilbert Grape,Dec,25,1993,11,9.170214,9.170214
Slackers,Feb,1,2002,11,4.814244,4.814244
The Gospel of John,Sep,26,2003,11,4.068087,4.234355
Vera Drake,Oct,10,2004,11,3.753806,13.353855
The Guru,Jan,31,2003,11,3.051221,24.15055
Othello,Dec,14,1995,11,2.844379,2.844379
The Perez Family,May,12,1995,11,2.794056,2.794056
The Molly Maguires,Jan,1,1970,11,2.2,2.2
Return to the Blue Lagoon,Jan,1,1991,11,2,2
Romance and Cigarettes,Sep,7,2007,11,0.551002,3.231251
Copying Beethoven,Nov,10,2006,11,0.355968,6.586324
Brighton Rock,Aug,26,2011,11,0.229653,0.229653
Le prénom,Nov,16,2012,11,0.061611,25.307405
La famille Bélier,May,8,2015,11,0,74.056184
LOL,May,4,2012,11,0,10.431506
Misconduct,Feb,5,2016,11,0,2.086974
Saw V,Oct,24,2008,10.8,56.746769,118.209778
Les Intouchables,May,25,2012,10.8,13.182281,484.873045
Jindabyne,Apr,27,2007,10.8,0.399879,2.862544
Kabhi Alvida Naa Kehna,Aug,11,2006,10.75,3.275443,32.575443
Poltergeist,Jun,4,1982,10.7,74.706019,121.706019
An Ideal Husband,Jun,18,1999,10.7,18.542974,31.341183
Darkness,Dec,25,2004,10.6,22.163442,34.409206
The Last Days on Mars,Dec,6,2013,10.6,0.024084,0.261364
ET: The Extra-Terrestrial,Jun,11,1982,10.5,435.110554,792.965326
2001: A Space Odyssey,Apr,2,1968,10.5,56.7,68.7
In the Land of Women,Apr,20,2007,10.5,11.052958,14.140402
There Goes My Baby,Dec,31,1994,10.5,0.125169,0.125169
The Blue Butterfly,Feb,20,2004,10.4,1.610194,1.610194
Le Fabuleux destin d'Amélie Poulain,Nov,2,2001,10.35,33.201661,174.201661
Lovesick,Feb,18,1983,10.1,10.143618,10.143618
Housefull,Apr,30,2010,10.1,1.183658,18.7263
September Dawn,Aug,24,2007,10.1,1.066555,1.066555
Good Will Hunting,Dec,5,1997,10,138.433435,225.933435
The Grudge,Oct,22,2004,10,110.359362,187.281115
Don’t Breathe,Aug,26,2016,10,85.571625,131.1819
Stripes,Jun,26,1981,10,85.3,85.3
Saw III,Oct,27,2006,10,80.238724,163.876815
The Purge: Election Year,Jul,1,2016,10,79.04244,116.64244
Bring it On,Aug,25,2000,10,68.35355,90.45355
She's All That,Jan,29,1999,10,63.465522,63.465522
Saw IV,Oct,26,2007,10,63.300095,135.759694
Madea's Family Reunion,Feb,24,2006,10,63.25794,63.320521
White Noise,Jan,7,2005,10,56.09436,92.09436
The Color of Money,Oct,17,1986,10,52.293,52.293
Insidious Chapter 3,Jun,5,2015,10,52.218558,120.678444
The Mighty Ducks,Oct,2,1992,10,50.752337,50.752337
Precious (Based on the Novel Push by Sapphire),Nov,6,2009,10,47.566524,68.722848
The Best Exotic Marigold Hotel,May,4,2012,10,46.383639,134.63978
Bill & Ted's Excellent Adventure,Feb,17,1989,10,40.485039,40.485039
The Longest Day,Oct,4,1962,10,39.1,50.1
Happy Gilmore,Feb,16,1996,10,38.62346,41.004412
Jeepers Creepers,Aug,31,2001,10,37.904175,58.939035
Oliver!,Dec,11,1968,10,37.402877,37.402877
Recess: School's Out,Feb,16,2001,10,36.696761,44.45147
Mad Max Beyond Thunderdome,Jul,10,1985,10,36.230219,36.230219
Pete’s Dragon,Nov,3,1977,10,36,36
The Boy,Jan,22,2016,10,35.819556,68.220952
Commando,Oct,4,1985,10,35.073978,35.073978
Devil,Sep,17,2010,10,33.679655,63.354114
Friday After Next,Nov,22,2002,10,33.253609,33.526835
The Second Best Exotic Marigold Hotel,Mar,6,2015,10,33.078266,90.384306
The Last Dragon,Mar,22,1985,10,33,33
The Lawnmower Man,Mar,6,1992,10,32.100816,32.100816
Nick and Norah's Infinite Playlist,Oct,3,2008,10,31.487293,33.886017
Dogma,Nov,12,1999,10,30.651422,43.948865
The Banger Sisters,Sep,20,2002,10,30.306281,38.067218
Snatch,Dec,8,2000,10,30.093107,83.593107
Road House,May,19,1989,10,30.050028,30.050028
Twilight Zone: The Movie,Jun,24,1983,10,29.5,29.5
A Low Down Dirty Shame,Nov,23,1994,10,29.317886,29.317886
One Direction: This is Us,Aug,30,2013,10,28.873374,68.541786
When the Bough Breaks,Sep,9,2016,10,28.86588,29.301205
Swimfan,Sep,6,2002,10,28.564995,34.364995
Employee of the Month,Oct,6,2006,10,28.444855,38.364855
Sinister 2,Aug,21,2015,10,27.740955,54.104225
The Forest,Jan,8,2016,10,26.594261,39.803818
The Fourth Kind,Nov,6,2009,10,26.21817,49.486874
The Outsiders,Mar,25,1983,10,25.697647,25.697647
Can't Hardly Wait,Jun,12,1998,10,25.358996,25.358996
Sparkle,Aug,17,2012,10,24.397469,24.660323
Mud,Apr,26,2013,10,21.590086,31.556959
Skyline,Nov,12,2010,10,21.416355,78.693371
The Dead Zone,Oct,21,1983,10,20.766,20.766
Valentine,Feb,2,2001,10,20.384136,20.384136
A Prairie Home Companion,Jun,9,2006,10,20.342852,26.716191
Reno 911!: Miami,Feb,23,2007,10,20.342161,21.851362
Jane Austen's Mafia,Jul,24,1998,10,19.843795,30.143795
Blair Witch,Sep,16,2016,10,19.58113,32.29613
Paranormal Activity: The Ghost Dimension,Oct,23,2015,10,18.297124,78.096553
Sugar Hill,Feb,25,1994,10,18.272447,18.272447
Kit Kittredge: An American Girl,Jun,20,2008,10,17.657973,17.657973
Invasion U.S.A.,Sep,27,1985,10,17.536256,17.536256
Roll Bounce,Sep,23,2005,10,17.380866,17.433072
Rushmore,Dec,11,1998,10,17.105219,19.080435
Tremors,Jan,19,1990,10,16.667084,16.667084
The Perfect Man,Jun,17,2005,10,16.535005,19.535005
Mo' Better Blues,Aug,3,1990,10,16.153,16.153
Kung Pow: Enter the Fist,Jan,25,2002,10,16.033556,17.033556
Wrong Turn,May,30,2003,10,15.417771,28.649556
The Long Riders,May,16,1980,10,15.198912,15.198912
The Corruptor,Mar,12,1999,10,15.164492,15.164492
"The Goods: Live Hard, Sell Hard",Aug,14,2009,10,15.122676,15.297318
My Week with Marilyn,Nov,23,2011,10,14.597405,34.240572
Big Eyes,Dec,25,2014,10,14.482031,15.875318
Hey Arnold! The Movie,Jun,28,2002,10,13.684949,13.684949
The Matador,Dec,30,2005,10,12.589255,17.300838
Love Jones,Mar,14,1997,10,12.554569,12.554569
The Gift,Dec,19,2000,10,12.008642,44.567606
End of the Spear,Jan,20,2006,10,11.748661,11.924041
Get Over It,Mar,9,2001,10,11.560259,19.860259
Office Space,Feb,19,1999,10,10.827813,12.179708
Drop Dead Gorgeous,Jul,23,1999,10,10.571408,10.571408
Le Violon rouge,Jun,11,1999,10,10.019109,10.019109
Very Bad Things,Nov,25,1998,10,9.94947,21.094974
Sleepover,Jul,9,2004,10,9.408183,9.408183
Movie 43,Jan,25,2013,10,8.840453,31.164747
Body Double,Oct,26,1984,10,8.80194,8.80194
MacGruber,May,21,2010,10,8.5256,8.629895
Dirty Pretty Things,Jul,18,2003,10,8.112414,14.156753
Bad Words,Mar,14,2014,10,7.779614,7.843145
While We're Young,Mar,27,2015,10,7.582065,13.423176
Over Her Dead Body,Feb,1,2008,10,7.570127,21.596074
Bones,Oct,24,2001,10,7.316658,8.378853
Seeking a Friend for the End of the World,Jun,22,2012,10,7.078738,11.766959
Turistas,Dec,1,2006,10,7.027762,14.32107
Cedar Rapids,Feb,11,2011,10,6.861102,7.862131
The Collection,Nov,30,2012,10,6.810754,8.890094
American History X,Oct,30,1998,10,6.719864,6.719864
Teacher's Pet: The Movie,Jan,16,2004,10,6.491969,6.491969
The Straight Story,Oct,15,1999,10,6.197866,6.197866
Deuces Wild,May,3,2002,10,6.044618,6.244618
"Run, Fatboy, Run",Mar,22,2008,10,6.003262,33.51226
Heartbeeps,Dec,18,1981,10,6,6
Danny Collins,Mar,20,2015,10,5.637066,7.501132
Rescue Dawn,Jul,4,2007,10,5.490423,7.037886
Black and White,Apr,5,2000,10,5.241315,5.241315
Io sono l’amore,Jun,18,2010,10,5.005465,15.132211
On the Line,Oct,26,2001,10,4.365455,4.690802
"Jeff, Who Lives at Home",Mar,16,2012,10,4.269426,4.708127
Everybody Wants Some,Mar,30,2016,10,3.400278,4.608655
Crash,Oct,4,1996,10,3.357324,3.357324
Atlas Shrugged: Part II,Oct,12,2012,10,3.336053,3.336053
Romeo Is Bleeding,Feb,4,1994,10,3.275585,3.275585
The Limey,Oct,8,1999,10,3.193102,6.030047
Rosewater,Nov,14,2014,10,3.128941,3.168858
The House of Mirth,Dec,22,2000,10,3.041803,5.149131
Malone,May,1,1987,10,3,3
Peaceful Warrior,Jun,2,2006,10,2.893666,3.260179
Bucky Larson: Born to Be a Star,Sep,9,2011,10,2.529395,2.529395
Bamboozled,Oct,6,2000,10,2.185266,2.373937
Sphinx,Feb,11,1981,10,2,11.4
The Iceman,May,3,2013,10,1.930282,3.623609
A Better Life,Jun,24,2011,10,1.759252,1.884251
Spider,Feb,28,2003,10,1.641788,1.641788
Gun Shy,Feb,4,2000,10,1.638202,1.638202
Nicholas Nickleby,Dec,27,2002,10,1.5628,1.5628
The Joneses,Apr,16,2010,10,1.475746,3.541565
Krrish,Jun,23,2006,10,1.430721,32.430721
Killer Joe,Jul,27,2012,10,1.291645,4.65911
Cecil B. Demented,Aug,11,2000,10,1.276984,1.953882
Owning Mahowny,May,2,2003,10,1.011054,1.011054
The Ten Commandments,Oct,19,2007,10,0.95282,1.051907
The Brothers Solomon,Sep,7,2007,10,0.900926,0.900926
My Blueberry Nights,Apr,4,2008,10,0.866778,22.198996
Illuminata,Aug,6,1999,10,0.836641,0.836641
Coriolanus,Dec,2,2011,10,0.749641,1.049641
Swept Away,Oct,11,2002,10,0.598645,0.598645
"War, Inc.",May,23,2008,10,0.580862,1.299855
Shaolin Soccer,Apr,2,2004,10,0.488872,42.776032
The Brown Bunny,Aug,27,2004,10,0.366301,0.630427
The Swindle,Dec,25,1998,10,0.245359,5.045359
La femme de chambre du Titanic,Aug,14,1998,10,0.244465,0.244465
Imaginary Heroes,Dec,17,2004,10,0.228524,0.290875
High Heels and Low Lifes,Oct,26,2001,10,0.226792,0.226792
World's Greatest Dad,Aug,21,2009,10,0.221805,0.29575
"Cinco de Mayo, La Batalla",May,3,2013,10,0.173472,0.173472
Welcome to the Rileys,Oct,29,2010,10,0.152857,0.355919
Kicks,Sep,9,2016,10,0.150191,0.150191
Free Style,Oct,9,2009,10,0.141108,0.721108
Severance,May,18,2007,10,0.137221,5.950002
Edmond,Jul,14,2006,10,0.131719,0.241719
Joheunnom nabbeunnom isanghannom,Apr,23,2010,10,0.128486,42.226657
Police Academy 7: Mission to Moscow,Aug,26,1994,10,0.126247,0.126247
Blood Done Sign My Name,Feb,19,2010,10,0.109383,0.109383
The Good Guy,Feb,19,2010,10,0.100688,0.106466
Motherhood,Oct,23,2009,10,0.093388,0.723388
Eulogy,Oct,15,2004,10,0.070527,0.070527
Elsa & Fred,Nov,7,2014,10,0.067657,0.109144
An Alan Smithee Film: Burn Hollywood Burn,Feb,27,1998,10,0.045779,0.045779
The Open Road,Aug,28,2009,10,0.019716,0.019716
